,ra,dec_x,Nobs,filter,Name,coord,Type,dec_y
62,260.273,23.660210000000028,24,zr,15655,172105.63 +233937.2,IS,23.66033333333333
63,250.174,11.866220000000027,27,zr,15776,164041.74 +115157.9,RR,11.866083333333332
64,285.109,-5.504630000000002,16,zr,1580,190026.25 -053016.5,L,-5.504583333333334
65,249.342,20.972440000000027,39,zr,15865,163722.02 +205821.0,EW,20.972499999999997
66,262.279,27.822670000000016,31,zr,16230,172907.00 +274921.4,RRAB,27.82261111111111
67,295.685,13.570739999999985,14,zr,1632,194244.36 +133415.0,M,13.570833333333333
68,255.922,49.55679000000002,33,zr,16412,170341.27 +493324.3,RR(B),49.556749999999994
69,147.014,-23.202530000000007,6,zr,16544,094803.29 -231208.8,EW,-23.202444444444442
70,147.624,-23.754830000000023,6,zr,16545,095029.76 -234517.2,UGSU,-23.75477777777778
71,298.43,14.685909999999975,14,zr,1659,195343.17 +144109.0,M,14.685833333333333
72,147.817,-26.609380000000016,6,zr,16761,095116.11 -263633.8,EA,-26.60938888888889
73,140.755,-6.969019999999987,15,zr,16941,092301.24 -065808.6,EB,-6.969055555555555
74,11.251,43.255809999999975,35,zr,172,004500.20 +431520.8,RRAB,43.25577777777778
75,334.728,51.65920000000002,157,zr,17396,221854.77 +513933.3,M,51.65925
76,331.91,49.04978999999997,148,zr,17534,220738.49 +490259.2,M,49.04977777777778
77,13.888,38.367570000000015,35,zr,177,005533.07 +382203.7,RRAB,38.367694444444446
78,176.631,13.866510000000005,27,zr,17959,114631.42 +135159.4,RR(B),13.8665
79,232.828,-17.515500000000014,17,zr,18094,153118.74 -173055.7,RRAB,-17.515472222222222
80,231.496,-20.67282999999998,17,zr,18141,152558.97 -204022.2,RRAB,-20.672833333333333
81,232.532,-20.717149999999986,16,zr,18148,153007.71 -204301.4,RRAB,-20.717055555555554
82,232.917,-20.45482000000003,16,zr,18153,153140.08 -202717.5,E/SD,-20.45486111111111
83,233.585,-18.113269999999986,17,zr,18159,153420.40 -180648.1,RR,-18.11336111111111
84,233.585,72.42412999999996,44,zr,41278,153420.51 +722526.8,EW,72.42411111111112
85,234.724,-14.959729999999983,17,zr,18166,153853.75 -145735.3,RR,-14.959805555555555
86,235.125,-15.459739999999991,17,zr,18167,154030.02 -152735.3,RR,-15.459805555555555
87,235.852,-16.701640000000015,17,zr,18169,154324.42 -164206.5,SR,-16.701805555555556
88,236.605,-19.544750000000015,17,zr,18179,154625.18 -193240.9,RR,-19.544694444444445
89,236.687,-16.60172,17,zr,18181,154644.81 -163606.3,RR,-16.601750000000003
90,236.842,-16.10735000000002,17,zr,18184,154721.96 -160626.9,RR,-16.107472222222224
91,237.032,-14.96197,17,zr,18186,154807.67 -145743.6,RR,-14.96211111111111
92,237.161,-16.194779999999984,17,zr,18187,154838.55 -161141.1,M,-16.19475
93,235.733,-16.528250000000014,17,zr,18204,154255.93 -163141.8,RR,-16.528277777777777
94,235.737,-16.153040000000008,17,zr,18205,154256.87 -160909.8,RR,-16.15272222222222
95,233.892,-15.73900000000003,17,zr,18239,153534.20 -154421.2,E,-15.739222222222221
96,233.261,-14.334830000000014,17,zr,18250,153302.66 -142005.8,RR,-14.334944444444446
97,233.971,-14.220089999999974,17,zr,18253,153553.07 -141312.6,ZZB,-14.220166666666668
98,237.541,-17.397360000000017,17,zr,18276,155009.73 -172350.5,EW,-17.39736111111111
99,233.3,-17.97290000000001,13,zr,18327,153311.99 -175822.3,RRAB,-17.972861111111108
100,234.878,-19.714149999999993,17,zr,18331,153930.79 -194251.0,EW,-19.714166666666667
101,236.143,-14.268390000000018,17,zr,18335,154434.33 -141606.2,LB,-14.26838888888889
102,237.257,-18.328300000000016,17,zr,18340,154901.64 -181941.8,RRAB,-18.328277777777778
103,237.37,-17.565040000000014,17,zr,18341,154928.71 -173353.9,RRC,-17.564972222222224
104,234.333,-18.015729999999998,16,zr,18357,153719.92 -180056.7,RR(B),-18.01575
105,120.853,38.30985000000002,2,zr,18786,080324.68 +381835.6,UV,38.309888888888885
106,135.434,42.32560000000001,27,zr,18795,090144.24 +421931.9,EW,42.32552777777778
107,136.217,44.048720000000024,26,zr,18796,090452.12 +440256.8,NL,44.04911111111111
108,115.324,49.478670000000015,26,zr,18813,074117.79 +492843.3,EW,49.47869444444444
109,119.176,47.654860000000006,26,zr,18828,075642.27 +473918.1,EA,47.655027777777775
110,119.454,46.27319000000001,34,zr,18831,075749.05 +461623.4,EB,46.27316666666667
111,123.48,43.42399000000003,24,zr,18846,081355.14 +432526.4,EW,43.424
112,118.554,37.57834999999999,33,zr,18869,075412.88 +373442.0,RR(B),37.57833333333333
113,286.952,42.29854999999998,31,zr,19153,190748.39 +421754.9,RRAB,42.29858333333333
114,286.952,4.305580000000003,81,zr,2908,190748.55 +041820.0,EW,4.305555555555555
115,292.9,5.1431400000000025,41,zr,2513,193136.09 +050835.4,M,5.143166666666667
116,291.008,30.945420000000023,60,zr,19236,192401.89 +305644.7,M,30.94575
117,293.717,7.45374999999998,10,zr,1930,193452.05 +072713.5,M,7.45375
118,290.252,37.63958999999998,27,zr,19502,192100.47 +373822.5,EA,37.639583333333334
119,290.252,37.81125999999999,55,zr,19435,192100.54 +374840.7,BY,37.811305555555556
120,295.591,15.76626999999998,105,zr,1958,194221.92 +154558.5,SRA,15.76625
121,108.787,-9.963269999999977,36,zr,19969,071508.84 -095747.6,EA/SD,-9.963222222222221
122,100.27,9.742650000000026,32,zr,20080,064104.82 +094433.5,UVN,9.742638888888887
123,100.176,9.669800000000018,63,zr,20114,064042.23 +094011.4,IN,9.669833333333333
124,100.215,9.723439999999975,40,zr,20119,064051.54 +094324.7,INSB,9.723527777777777
125,100.215,9.479070000000005,64,zr,20078,064051.60 +092845.2,IN,9.479222222222223
126,100.488,9.96155999999998,66,zr,20209,064157.10 +095741.9,IN,9.961638888888888
127,299.188,10.825959999999982,36,zr,2021,195645.03 +104932.7,UGSU,10.82575
128,100.738,9.71359,49,zr,20214,064257.09 +094249.1,IN,9.713638888888887
129,97.243,9.469090000000008,64,zr,20239,062858.37 +092808.4,SR,9.469
130,100.479,9.714680000000016,47,zr,20337,064154.91 +094253.3,INS,9.714805555555555
131,100.137,8.850430000000014,45,zr,20401,064032.82 +085101.9,UV,8.850527777777778
132,116.695,-4.639069999999998,17,zr,20428,074646.91 -043820.5,EW/KW,-4.639027777777777
133,119.991,-10.788980000000011,11,zr,20502,075957.86 -104720.3,DSCT,-10.788972222222222
134,97.418,7.3949399999999725,43,zr,20568,062940.40 +072341.8,EA,7.3949444444444445
135,300.387,-3.58164,25,zr,2057,200132.83 -033453.8,RRAB,-3.581611111111111
136,300.383,5.549309999999998,51,zr,2058,200131.88 +053258.1,RRAB,5.549472222222222
137,284.135,10.811900000000005,71,zr,2093,185632.39 +104842.4,DCEP,10.81177777777778
138,294.616,6.416480000000014,9,zr,2116,193827.84 +062459.7,M,6.4165833333333335
139,294.616,6.045890000000002,48,zr,2273,193827.83 +060245.1,RRAB,6.045861111111111
140,301.979,10.792640000000011,21,zr,2145,200754.89 +104733.7,EA,10.792694444444445
141,301.979,3.0157400000000005,59,zr,2444,200754.98 +030057.1,RR,3.015861111111111
142,261.126,-24.80162999999999,7,zr,21579,172430.17 -244806.0,N,-24.801666666666666
143,282.302,9.737819999999987,69,zr,2158,184912.52 +094416.1,M,9.737805555555555
144,253.767,-25.879279999999994,13,zr,21612,165504.19 -255244.1,SR,-25.87891666666667
